id,first_name,last_name,email,gender,part_time_job,absence_days,extracurricular_activities,weekly_self_study_hours,career_aspiration,math_score,history_score,physics_score,chemistry_score,biology_score,english_score,geography_score
1434,Calvin,Taylor,calvin.taylor.1434@gslingacademy.com,1,0,3,False,14,Banker,0.6,0.94,0.98,0.6600000000000001,0.6285714285714286,0.8979591836734693,0.9750000000000001
1435,Jennifer,Contreras,jennifer.contreras.1435@gslingacademy.com,0,0,4,False,26,Banker,0.6666666666666666,0.56,0.41999999999999993,0.3800000000000001,0.657142857142857,0.9591836734693875,0.42500000000000004
1436,Jennifer,Mccoy,jennifer.mccoy.1436@gslingacademy.com,0,0,5,True,3,Real Estate Developer,0.3833333333333334,0.54,0.78,0.5800000000000001,0.7,0.204081632653061,0.5249999999999999
1437,Daniel,Thomas,daniel.thomas.1437@gslingacademy.com,1,0,1,False,33,Construction Engineer,0.8333333333333334,0.72,1.0,0.8,0.657142857142857,0.3265306122448979,0.5750000000000002
1438,Brian,Hess,brian.hess.1438@gslingacademy.com,1,0,1,False,35,Banker,0.7500000000000001,0.8600000000000001,0.7,0.8200000000000001,0.7999999999999998,0.8979591836734693,0.7250000000000001
1439,Jessica,Mathews,jessica.mathews.1439@gslingacademy.com,0,0,1,False,22,Unknown,0.6333333333333334,0.6200000000000001,0.8800000000000001,0.28,0.4428571428571429,0.8367346938775508,0.7000000000000002
1440,Kathryn,Sanchez,kathryn.sanchez.1440@gslingacademy.com,0,0,2,False,23,Designer,0.5666666666666668,0.8,0.8,0.6000000000000001,0.8714285714285714,0.857142857142857,1.0
1441,Jeremy,Cook,jeremy.cook.1441@gslingacademy.com,1,0,2,True,27,Lawyer,0.7166666666666667,0.78,0.9000000000000001,0.40000000000000013,0.9285714285714286,0.6122448979591835,0.25
1442,Michael,Anderson,michael.anderson.1442@gslingacademy.com,1,0,6,False,31,Software Engineer,0.7833333333333333,0.9199999999999999,0.5800000000000001,0.5800000000000001,0.6285714285714286,0.7346938775510203,0.625
1443,Olivia,Garza,olivia.garza.1443@gslingacademy.com,0,0,1,False,26,Banker,0.8333333333333334,0.54,0.6799999999999999,0.40000000000000013,0.6714285714285713,0.7346938775510203,0.25
1444,Emily,Mason,emily.mason.1444@gslingacademy.com,0,0,4,False,1,Real Estate Developer,0.5499999999999999,0.41999999999999993,0.9000000000000001,0.26,0.45714285714285713,0.7142857142857142,0.9750000000000001
1445,Jennifer,Gonzales,jennifer.gonzales.1445@gslingacademy.com,0,0,2,False,7,Teacher,0.65,0.56,1.0,0.8,0.8428571428571427,0.6122448979591835,0.20000000000000018
1446,Samantha,Rodriguez,samantha.rodriguez.1446@gslingacademy.com,0,0,1,True,4,Real Estate Developer,0.3666666666666666,0.6799999999999999,0.48,0.48,0.5142857142857142,0.22448979591836715,0.75
1447,Anthony,Adams,anthony.adams.1447@gslingacademy.com,1,0,0,False,31,Software Engineer,0.7833333333333333,0.56,0.9199999999999999,0.6799999999999999,0.9571428571428571,0.7959183673469385,0.5500000000000003
1448,Ronald,Diaz,ronald.diaz.1448@gslingacademy.com,1,0,7,True,23,Accountant,0.6833333333333335,0.6600000000000001,0.5800000000000001,0.8800000000000001,0.10000000000000003,0.693877551020408,0.27500000000000013
1449,Dana,Lambert,dana.lambert.1449@gslingacademy.com,0,0,4,False,5,Unknown,0.7166666666666667,0.32000000000000006,0.8800000000000001,0.5,0.5999999999999999,0.5714285714285712,0.3500000000000001
1450,Jonathan,Mckay,jonathan.mckay.1450@gslingacademy.com,1,0,10,False,1,Business Owner,0.8333333333333334,0.0,0.6799999999999999,0.8,0.7571428571428571,0.2448979591836733,1.0
1451,Thomas,Odom,thomas.odom.1451@gslingacademy.com,1,0,3,False,4,Artist,0.5833333333333334,0.3800000000000001,0.94,0.96,0.42857142857142855,0.204081632653061,0.625
1452,John,Wells,john.wells.1452@gslingacademy.com,1,0,0,True,23,Construction Engineer,0.9,0.21999999999999997,0.6200000000000001,0.28,0.6428571428571428,0.4489795918367345,0.025000000000000133
1453,Richard,Castillo,richard.castillo.1453@gslingacademy.com,1,0,3,False,15,Government Officer,0.85,0.3600000000000001,0.24,0.6400000000000001,0.5714285714285714,0.857142857142857,0.3250000000000002
1454,Peter,Peck,peter.peck.1454@gslingacademy.com,1,0,2,False,24,Lawyer,0.9333333333333335,0.76,0.3600000000000001,0.9000000000000001,0.5285714285714285,0.9183673469387754,0.375
1455,Chris,Greene,chris.greene.1455@gslingacademy.com,1,0,2,False,31,Software Engineer,0.7500000000000001,0.52,0.6400000000000001,0.7,0.6142857142857143,0.204081632653061,0.75
1456,Michael,Vance,michael.vance.1456@gslingacademy.com,1,0,4,False,29,Lawyer,0.5166666666666667,0.8600000000000001,0.8,0.78,0.5571428571428572,0.8979591836734693,0.4750000000000001
1457,Joanne,Howard,joanne.howard.1457@gslingacademy.com,0,0,3,False,49,Doctor,0.9666666666666667,0.8,0.74,0.8400000000000001,0.8857142857142857,0.9999999999999998,0.9500000000000002
1458,James,Clarke,james.clarke.1458@gslingacademy.com,1,0,4,False,6,Unknown,0.43333333333333346,0.94,0.6400000000000001,0.40000000000000013,0.8999999999999999,0.36734693877551017,0.9500000000000002
1459,Michael,Smith,michael.smith.1459@gslingacademy.com,1,0,7,True,33,Accountant,0.9833333333333333,0.6400000000000001,0.3800000000000001,0.6799999999999999,0.7,0.7755102040816324,0.17500000000000004
1460,Nicole,King,nicole.king.1460@gslingacademy.com,0,1,5,True,10,Designer,0.5166666666666667,0.40000000000000013,0.74,0.24,0.8857142857142857,0.26530612244897944,0.5
1461,Ruth,Miller,ruth.miller.1461@gslingacademy.com,0,0,1,False,13,Government Officer,0.5666666666666668,0.52,0.6200000000000001,0.3800000000000001,0.9714285714285713,0.9387755102040816,0.125
1462,Katelyn,Roman,katelyn.roman.1462@gslingacademy.com,0,0,6,True,25,Banker,0.8833333333333334,0.19999999999999996,0.41999999999999993,0.26,0.6428571428571428,0.5306122448979591,0.42500000000000004
1463,Allison,Hendricks,allison.hendricks.1463@gslingacademy.com,0,0,2,False,35,Lawyer,0.8166666666666668,0.8,0.98,0.8200000000000001,0.9142857142857141,0.9387755102040816,0.625
1464,Zachary,Lucero,zachary.lucero.1464@gslingacademy.com,1,1,8,True,1,Business Owner,0.43333333333333346,0.06000000000000005,0.7,0.6799999999999999,0.9714285714285713,0.7346938775510203,0.4750000000000001
1465,Gregory,Ryan,gregory.ryan.1465@gslingacademy.com,1,0,1,False,29,Stock Investor,0.6666666666666666,0.9199999999999999,0.5800000000000001,0.9000000000000001,0.6285714285714286,0.9183673469387754,0.025000000000000133
1466,Jacob,Hall,jacob.hall.1466@gslingacademy.com,1,0,3,False,20,Software Engineer,0.9500000000000001,0.8600000000000001,0.3400000000000001,0.7,0.857142857142857,0.4489795918367345,0.9000000000000004
1467,Mark,Wright,mark.wright.1467@gslingacademy.com,1,1,3,False,49,Doctor,0.7833333333333333,0.72,0.74,0.8200000000000001,0.7999999999999998,0.9387755102040816,0.8000000000000003
1468,Jennifer,Wright,jennifer.wright.1468@gslingacademy.com,0,0,4,False,13,Teacher,0.6166666666666666,0.74,0.6600000000000001,0.6200000000000001,0.42857142857142855,0.857142857142857,0.40000000000000013
1469,Kimberly,Dyer,kimberly.dyer.1469@gslingacademy.com,0,0,2,False,20,Unknown,0.9833333333333333,0.8600000000000001,0.8,0.5800000000000001,0.8999999999999999,0.4285714285714284,0.6000000000000001
1470,Nicole,Grant,nicole.grant.1470@gslingacademy.com,0,0,2,True,18,Teacher,0.8166666666666668,0.5,0.30000000000000004,1.0,0.6285714285714286,0.4285714285714284,0.375
1471,Peter,Anderson,peter.anderson.1471@gslingacademy.com,1,0,1,False,23,Software Engineer,0.7666666666666667,0.5800000000000001,0.3800000000000001,0.19999999999999996,0.657142857142857,0.5306122448979591,0.8000000000000003
1472,Christine,Hernandez,christine.hernandez.1472@gslingacademy.com,0,0,0,False,10,Real Estate Developer,0.7000000000000001,0.72,0.8200000000000001,0.3600000000000001,0.7142857142857142,0.2448979591836733,0.5249999999999999
1473,Christine,Smith,christine.smith.1473@gslingacademy.com,0,0,4,True,4,Artist,0.65,1.0,0.5,0.7,1.0,0.6326530612244896,0.10000000000000009
1474,Mark,Robinson,mark.robinson.1474@gslingacademy.com,1,0,1,False,11,Construction Engineer,0.8166666666666668,0.40000000000000013,0.8400000000000001,1.0,1.0,0.9183673469387754,0.125
1475,Joan,Estrada,joan.estrada.1475@gslingacademy.com,0,0,3,False,15,Teacher,0.6166666666666666,0.45999999999999996,0.3400000000000001,0.3400000000000001,0.8285714285714285,0.7959183673469385,0.9750000000000001
1476,Shelby,Lewis,shelby.lewis.1476@gslingacademy.com,0,0,1,True,16,Banker,0.9166666666666666,0.5800000000000001,0.7,0.45999999999999996,0.6285714285714286,0.7346938775510203,0.20000000000000018
1477,Joshua,Williams,joshua.williams.1477@gslingacademy.com,1,0,10,True,5,Business Owner,0.3833333333333334,0.08000000000000007,0.14000000000000012,0.020000000000000018,0.4714285714285715,0.7755102040816324,0.5750000000000002
1478,Cynthia,Martinez,cynthia.martinez.1478@gslingacademy.com,0,0,1,True,26,Software Engineer,0.9666666666666667,0.7,0.9000000000000001,0.8400000000000001,0.6285714285714286,0.5918367346938773,0.07500000000000018
1479,Kevin,Holt,kevin.holt.1479@gslingacademy.com,1,0,2,False,29,Unknown,0.6,0.6200000000000001,0.3800000000000001,0.74,0.42857142857142855,0.8775510204081631,0.050000000000000044
1480,Jessica,Nolan,jessica.nolan.1480@gslingacademy.com,0,0,10,False,3,Business Owner,0.0,0.6200000000000001,0.08000000000000007,0.40000000000000013,0.32857142857142857,0.9795918367346936,0.025000000000000133
1481,Timothy,Fowler,timothy.fowler.1481@gslingacademy.com,1,0,4,True,32,Software Engineer,0.8166666666666668,0.6799999999999999,0.6799999999999999,1.0,0.6714285714285713,0.2448979591836733,0.2250000000000001
1482,Samantha,Ibarra,samantha.ibarra.1482@gslingacademy.com,0,0,5,False,24,Doctor,0.7666666666666667,0.5,0.94,0.8600000000000001,0.8285714285714285,0.4897959183673468,0.9250000000000003
1483,Michelle,Guerrero,michelle.guerrero.1483@gslingacademy.com,0,0,3,True,20,Software Engineer,0.9833333333333333,0.54,0.19999999999999996,0.98,1.0,0.6734693877551019,0.30000000000000004
1484,Stephanie,Pineda,stephanie.pineda.1484@gslingacademy.com,0,1,5,True,1,Business Owner,0.45000000000000007,0.21999999999999997,0.21999999999999997,0.6400000000000001,0.5571428571428572,0.7551020408163263,0.9250000000000003
1485,Philip,Blair,philip.blair.1485@gslingacademy.com,1,0,9,False,0,Business Owner,0.050000000000000044,0.74,0.6200000000000001,0.21999999999999997,0.49999999999999994,0.06122448979591821,0.6000000000000001
1486,David,Jimenez,david.jimenez.1486@gslingacademy.com,1,0,8,True,5,Business Owner,0.0,0.94,0.8400000000000001,0.8600000000000001,0.8857142857142857,0.30612244897959173,0.5500000000000003
1487,Megan,Bright,megan.bright.1487@gslingacademy.com,0,0,2,False,5,Business Owner,0.41666666666666663,0.8600000000000001,0.3400000000000001,0.45999999999999996,0.38571428571428573,0.4489795918367345,0.9250000000000003
1488,Thomas,Montoya,thomas.montoya.1488@gslingacademy.com,1,0,6,False,1,Business Owner,0.9333333333333335,0.8400000000000001,0.28,0.08000000000000007,0.8142857142857143,0.204081632653061,0.7000000000000002
1489,Brenda,Houston,brenda.houston.1489@gslingacademy.com,0,0,1,True,27,Software Engineer,0.9333333333333335,0.8400000000000001,0.6000000000000001,0.21999999999999997,0.5142857142857142,0.9795918367346936,0.25
1490,Daniel,Lee,daniel.lee.1490@gslingacademy.com,1,1,1,False,29,Lawyer,0.8333333333333334,0.6799999999999999,0.8,0.6200000000000001,0.8857142857142857,0.6734693877551019,0.2250000000000001
1491,Stephanie,Jones,stephanie.jones.1491@gslingacademy.com,0,1,9,False,4,Business Owner,0.7500000000000001,0.14000000000000012,0.54,0.6200000000000001,0.49999999999999994,0.510204081632653,0.625
1492,Rachel,Salas,rachel.salas.1492@gslingacademy.com,0,1,8,True,4,Business Owner,0.8666666666666666,0.9199999999999999,0.6000000000000001,0.96,0.4428571428571429,0.693877551020408,0.3500000000000001
1493,Oscar,Benjamin,oscar.benjamin.1493@gslingacademy.com,1,0,3,False,21,Doctor,1.0,0.6400000000000001,0.6799999999999999,1.0,0.857142857142857,0.2448979591836733,0.6750000000000003
1494,Debra,Brown,debra.brown.1494@gslingacademy.com,0,0,3,False,31,Stock Investor,0.9,0.26,0.96,0.45999999999999996,0.4714285714285715,0.9795918367346936,1.0
1495,Jennifer,Martin,jennifer.martin.1495@gslingacademy.com,0,0,3,False,15,Banker,0.7500000000000001,0.52,0.8800000000000001,0.78,0.7857142857142856,0.6734693877551019,0.5
1496,Jeffrey,Conley,jeffrey.conley.1496@gslingacademy.com,1,0,0,False,30,Lawyer,0.6666666666666666,0.6799999999999999,0.6400000000000001,0.3800000000000001,0.8714285714285714,0.6122448979591835,0.9000000000000004
1497,Cory,Cook,cory.cook.1497@gslingacademy.com,1,0,1,False,31,Software Engineer,0.9833333333333333,0.21999999999999997,0.8200000000000001,0.45999999999999996,0.8428571428571427,0.2448979591836733,0.5500000000000003
1498,David,Walters,david.walters.1498@gslingacademy.com,1,0,7,False,23,Writer,0.5000000000000001,0.8200000000000001,0.6200000000000001,0.21999999999999997,0.4857142857142857,0.8775510204081631,0.9000000000000004
1499,Jeffrey,Moore,jeffrey.moore.1499@gslingacademy.com,1,0,1,False,23,Designer,0.3666666666666666,0.43999999999999995,0.56,0.9199999999999999,0.5714285714285714,0.4897959183673468,0.30000000000000004
1500,Stacey,Williams,stacey.williams.1500@gslingacademy.com,0,1,0,False,27,Software Engineer,0.9,0.94,0.45999999999999996,0.5800000000000001,0.7714285714285714,0.3265306122448979,0.10000000000000009
1501,Beth,Stephens,beth.stephens.1501@gslingacademy.com,0,0,3,True,5,Real Estate Developer,0.65,0.8600000000000001,1.0,0.6600000000000001,0.6857142857142857,0.6122448979591835,0.6750000000000003
1502,Lisa,Franco,lisa.franco.1502@gslingacademy.com,0,1,10,False,4,Business Owner,0.1166666666666667,0.5,0.06000000000000005,0.19999999999999996,0.857142857142857,0.18367346938775508,0.6499999999999999
1503,Sarah,Snow,sarah.snow.1503@gslingacademy.com,0,0,9,False,21,Banker,1.0,0.45999999999999996,0.40000000000000013,0.41999999999999993,0.6142857142857143,0.9387755102040816,0.17500000000000004
1504,Frederick,Lopez,frederick.lopez.1504@gslingacademy.com,1,0,5,False,26,Banker,0.8333333333333334,0.3800000000000001,0.5,0.96,0.5714285714285714,0.510204081632653,0.5
1505,Cynthia,White,cynthia.white.1505@gslingacademy.com,0,0,2,False,13,Teacher,0.3833333333333334,0.8800000000000001,0.30000000000000004,0.96,0.5571428571428572,0.8163265306122447,0.625
1506,Samantha,Hopkins,samantha.hopkins.1506@gslingacademy.com,0,0,7,False,10,Unknown,0.6333333333333334,0.52,0.8600000000000001,0.76,0.7571428571428571,0.9999999999999998,0.9500000000000002
1507,Destiny,Rhodes,destiny.rhodes.1507@gslingacademy.com,0,0,4,False,25,Software Engineer,0.9166666666666666,0.8800000000000001,0.3800000000000001,0.45999999999999996,0.5857142857142856,0.8775510204081631,0.27500000000000013
1508,Jessica,Jones,jessica.jones.1508@gslingacademy.com,0,0,4,False,13,Unknown,0.7999999999999999,0.8400000000000001,0.32000000000000006,1.0,0.9714285714285713,0.9999999999999998,0.25
1509,Mark,Smith,mark.smith.1509@gslingacademy.com,1,0,2,False,29,Construction Engineer,0.7833333333333333,0.72,0.9000000000000001,0.8400000000000001,0.8714285714285714,0.5918367346938773,0.10000000000000009
1510,Maureen,Cain,maureen.cain.1510@gslingacademy.com,0,0,4,False,1,Real Estate Developer,0.8166666666666668,1.0,0.6200000000000001,0.24,0.6428571428571428,0.36734693877551017,0.27500000000000013
1511,Jennifer,Fuentes,jennifer.fuentes.1511@gslingacademy.com,0,1,2,False,11,Stock Investor,0.8166666666666668,0.30000000000000004,0.6400000000000001,0.54,0.857142857142857,0.5306122448979591,0.6000000000000001
1512,Jennifer,Arnold,jennifer.arnold.1512@gslingacademy.com,0,0,1,False,26,Lawyer,0.8333333333333334,1.0,0.78,0.3800000000000001,1.0,0.9183673469387754,0.8500000000000001
1513,Laura,Smith,laura.smith.1513@gslingacademy.com,0,0,0,False,12,Teacher,0.9833333333333333,0.5,0.41999999999999993,0.8,0.8857142857142857,0.5714285714285712,0.2250000000000001
1514,David,Shaw,david.shaw.1514@gslingacademy.com,1,1,0,False,32,Software Engineer,0.85,0.5,0.54,0.9000000000000001,0.7142857142857142,0.9183673469387754,0.7000000000000002
1515,Diana,Russo,diana.russo.1515@gslingacademy.com,0,0,5,False,28,Accountant,0.5833333333333334,0.98,0.19999999999999996,0.8,0.3,0.5510204081632653,0.6000000000000001
1516,Hayley,Johnson,hayley.johnson.1516@gslingacademy.com,0,0,1,False,34,Unknown,0.33333333333333337,0.8600000000000001,0.98,0.6200000000000001,0.9428571428571428,0.857142857142857,0.5
1517,Melissa,Jackson,melissa.jackson.1517@gslingacademy.com,0,0,6,False,17,Software Engineer,0.8333333333333334,0.28,0.5800000000000001,0.32000000000000006,0.9428571428571428,0.22448979591836715,0.5249999999999999
1518,Kimberly,Miller,kimberly.miller.1518@gslingacademy.com,0,0,2,False,31,Software Engineer,0.8833333333333334,0.48,0.6000000000000001,0.5800000000000001,0.5714285714285714,0.3265306122448979,0.7749999999999999
1519,Andrew,Stanley,andrew.stanley.1519@gslingacademy.com,1,0,2,True,25,Accountant,0.8833333333333334,0.48,0.9199999999999999,0.3800000000000001,0.5857142857142856,0.6530612244897958,0.40000000000000013
1520,Mary,Taylor,mary.taylor.1520@gslingacademy.com,0,0,7,False,14,Software Engineer,0.8666666666666666,0.48,0.8,0.74,0.8428571428571427,0.8979591836734693,0.6750000000000003
1521,Mindy,Jones,mindy.jones.1521@gslingacademy.com,0,0,2,False,2,Game Developer,0.7666666666666667,0.19999999999999996,0.8200000000000001,0.6400000000000001,0.6142857142857143,0.5510204081632653,0.10000000000000009
1522,John,Powell,john.powell.1522@gslingacademy.com,1,1,10,False,5,Business Owner,0.4,0.3800000000000001,0.7,0.98,0.657142857142857,0.9795918367346936,0.0
1523,Amanda,Padilla,amanda.padilla.1523@gslingacademy.com,0,0,2,False,2,Artist,0.85,0.74,0.6799999999999999,0.8200000000000001,0.9428571428571428,0.7755102040816324,0.5500000000000003
1524,Kevin,Koch,kevin.koch.1524@gslingacademy.com,1,0,3,False,33,Scientist,0.6,0.32000000000000006,0.9199999999999999,0.72,0.7857142857142856,0.2448979591836733,0.20000000000000018
1525,Chad,Moreno,chad.moreno.1525@gslingacademy.com,1,0,6,False,33,Unknown,0.5333333333333333,0.3400000000000001,0.30000000000000004,0.52,0.5571428571428572,0.6326530612244896,0.25
1526,Stephanie,Spencer,stephanie.spencer.1526@gslingacademy.com,0,0,1,False,5,Artist,0.3833333333333334,0.72,0.43999999999999995,0.43999999999999995,0.857142857142857,0.510204081632653,0.8000000000000003
1527,Peter,Vargas,peter.vargas.1527@gslingacademy.com,1,1,3,False,23,Software Engineer,0.9,0.21999999999999997,0.43999999999999995,0.40000000000000013,0.8142857142857143,0.6530612244897958,0.40000000000000013
1528,Kayla,Bailey,kayla.bailey.1528@gslingacademy.com,0,0,10,False,2,Business Owner,0.5000000000000001,0.5,0.17999999999999994,0.8200000000000001,0.32857142857142857,0.9591836734693875,0.875
1529,Stephanie,Jones,stephanie.jones.1529@gslingacademy.com,0,0,3,False,23,Banker,0.7166666666666667,0.3800000000000001,0.32000000000000006,0.9000000000000001,0.8999999999999999,0.5510204081632653,0.42500000000000004
1530,Nancy,Hartman,nancy.hartman.1530@gslingacademy.com,0,0,6,False,3,Business Owner,0.16666666666666674,0.21999999999999997,0.0,0.9199999999999999,0.5714285714285714,0.16326530612244894,0.6499999999999999
1531,Eduardo,Brown,eduardo.brown.1531@gslingacademy.com,1,0,0,False,48,Doctor,0.9833333333333333,0.78,0.9199999999999999,0.96,0.8428571428571427,0.9795918367346936,0.8250000000000002
1532,Thomas,Stone,thomas.stone.1532@gslingacademy.com,1,0,3,False,32,Banker,0.6,0.7,0.24,0.30000000000000004,0.7,0.6326530612244896,0.025000000000000133
1533,Craig,Carter,craig.carter.1533@gslingacademy.com,1,1,4,True,3,Business Owner,0.5166666666666667,0.32000000000000006,0.040000000000000036,0.98,0.8142857142857143,0.7959183673469385,0.25
1534,Michael,Harrington,michael.harrington.1534@gslingacademy.com,1,0,1,False,24,Unknown,0.33333333333333337,0.56,0.9199999999999999,0.8600000000000001,0.45714285714285713,0.204081632653061,0.5750000000000002
1535,Valerie,Nichols,valerie.nichols.1535@gslingacademy.com,0,0,4,False,21,Software Engineer,0.7833333333333333,0.48,0.6200000000000001,0.30000000000000004,0.6285714285714286,0.8367346938775508,0.5500000000000003
1536,Brian,Garcia,brian.garcia.1536@gslingacademy.com,1,0,10,False,0,Business Owner,0.8833333333333334,0.6799999999999999,0.30000000000000004,0.1200000000000001,0.5285714285714285,0.857142857142857,0.5249999999999999
1537,Renee,Smith,renee.smith.1537@gslingacademy.com,0,0,0,False,25,Lawyer,0.7833333333333333,0.74,0.3800000000000001,0.41999999999999993,0.6285714285714286,0.8367346938775508,0.3500000000000001
1538,Kaitlyn,Frazier,kaitlyn.frazier.1538@gslingacademy.com,0,0,3,False,10,Government Officer,0.8833333333333334,0.3600000000000001,0.21999999999999997,0.56,0.7142857142857142,0.30612244897959173,0.42500000000000004
1539,Jesse,Green,jesse.green.1539@gslingacademy.com,1,0,1,False,4,Game Developer,0.9333333333333335,0.28,0.8200000000000001,0.3800000000000001,0.42857142857142855,0.2448979591836733,0.050000000000000044
1540,Kimberly,Cooper,kimberly.cooper.1540@gslingacademy.com,0,0,2,False,7,Unknown,0.3666666666666666,0.45999999999999996,0.48,0.43999999999999995,0.7571428571428571,0.26530612244897944,0.4750000000000001
1541,Matthew,Chambers,matthew.chambers.1541@gslingacademy.com,1,1,8,False,0,Business Owner,0.16666666666666674,0.6000000000000001,1.0,0.6200000000000001,0.4428571428571429,0.36734693877551017,0.30000000000000004
1542,Stephanie,Yu,stephanie.yu.1542@gslingacademy.com,0,0,4,False,2,Unknown,0.5166666666666667,0.3600000000000001,0.54,0.45999999999999996,0.5428571428571429,0.46938775510204067,0.10000000000000009
1543,Jose,Hodge,jose.hodge.1543@gslingacademy.com,1,0,0,True,16,Construction Engineer,0.9833333333333333,0.76,0.76,0.8,0.7428571428571429,0.7755102040816324,0.75
1544,Steve,Kelly,steve.kelly.1544@gslingacademy.com,1,0,4,False,12,Stock Investor,1.0,0.3400000000000001,1.0,0.19999999999999996,0.9142857142857141,0.4489795918367345,0.25
1545,Justin,Morgan,justin.morgan.1545@gslingacademy.com,1,1,9,False,4,Business Owner,0.6166666666666666,0.17999999999999994,0.19999999999999996,0.96,0.6285714285714286,0.5306122448979591,0.0
1546,Robert,Black,robert.black.1546@gslingacademy.com,1,0,3,True,23,Software Engineer,0.7999999999999999,0.45999999999999996,0.72,0.5,0.49999999999999994,0.2448979591836733,0.5750000000000002
1547,Gabriella,Pierce,gabriella.pierce.1547@gslingacademy.com,0,0,6,False,15,Accountant,0.7999999999999999,0.98,0.28,0.5800000000000001,0.31428571428571433,0.510204081632653,0.8000000000000003
1548,William,Clay,william.clay.1548@gslingacademy.com,1,0,2,False,31,Stock Investor,0.9833333333333333,0.76,0.94,0.94,0.5857142857142856,0.346938775510204,0.4750000000000001
1549,Nicholas,Shea,nicholas.shea.1549@gslingacademy.com,1,1,8,False,3,Business Owner,0.16666666666666674,0.76,0.15999999999999992,0.56,0.7571428571428571,0.9591836734693875,0.7000000000000002
1550,Heidi,Ellis,heidi.ellis.1550@gslingacademy.com,0,0,4,False,2,Unknown,0.4833333333333333,0.8600000000000001,0.24,0.98,0.9714285714285713,0.9795918367346936,0.20000000000000018
1551,Cassandra,Mills,cassandra.mills.1551@gslingacademy.com,0,0,5,False,35,Banker,0.8166666666666668,0.72,0.9199999999999999,0.8400000000000001,0.9571428571428571,0.7959183673469385,0.875
1552,Robert,Hart,robert.hart.1552@gslingacademy.com,1,0,5,False,27,Designer,0.8833333333333334,0.94,0.54,0.40000000000000013,0.7285714285714284,0.6734693877551019,0.6750000000000003
1553,Natalie,Garrison,natalie.garrison.1553@gslingacademy.com,0,0,5,False,32,Software Engineer,0.9333333333333335,0.6600000000000001,0.3400000000000001,0.72,0.7285714285714284,0.857142857142857,0.3250000000000002
1554,Melissa,Campbell,melissa.campbell.1554@gslingacademy.com,0,1,4,False,24,Software Engineer,0.8666666666666666,0.96,0.8600000000000001,0.19999999999999996,0.6285714285714286,0.693877551020408,0.9250000000000003
1555,Joshua,Cervantes,joshua.cervantes.1555@gslingacademy.com,1,0,3,True,29,Software Engineer,0.9833333333333333,0.43999999999999995,0.30000000000000004,0.32000000000000006,0.5857142857142856,0.7142857142857142,0.5750000000000002
1556,Carlos,Long,carlos.long.1556@gslingacademy.com,1,0,10,True,4,Business Owner,0.7666666666666667,0.17999999999999994,0.6200000000000001,0.10000000000000009,0.6714285714285713,0.3877551020408161,0.6750000000000003
1557,Keith,Hunt,keith.hunt.1557@gslingacademy.com,1,0,4,False,17,Software Engineer,0.85,0.8400000000000001,0.9000000000000001,0.8,0.6142857142857143,0.510204081632653,0.875
1558,Kevin,Turner,kevin.turner.1558@gslingacademy.com,1,1,3,False,18,Banker,0.9166666666666666,0.8200000000000001,0.48,0.21999999999999997,0.9142857142857141,0.7346938775510203,0.6750000000000003
1559,Shane,Washington,shane.washington.1559@gslingacademy.com,1,0,5,False,15,Government Officer,0.35,0.8800000000000001,0.74,0.48,0.8857142857142857,0.5918367346938773,0.9250000000000003
1560,Mark,Duke,mark.duke.1560@gslingacademy.com,1,0,1,False,32,Writer,0.41666666666666663,0.78,0.40000000000000013,0.41999999999999993,0.6285714285714286,0.9591836734693875,0.10000000000000009
1561,Anna,Lane,anna.lane.1561@gslingacademy.com,0,0,7,False,3,Game Developer,0.9,0.94,0.94,0.5,0.7,0.36734693877551017,0.8000000000000003
1562,Catherine,Ibarra,catherine.ibarra.1562@gslingacademy.com,0,0,5,False,31,Designer,0.9,0.3600000000000001,0.78,0.8,0.8714285714285714,0.9795918367346936,0.30000000000000004
1563,Brian,Adams,brian.adams.1563@gslingacademy.com,1,0,5,True,3,Business Owner,0.2666666666666667,0.3400000000000001,0.74,0.94,0.8285714285714285,0.1428571428571428,0.6499999999999999
1564,Michael,James,michael.james.1564@gslingacademy.com,1,0,7,False,25,Software Engineer,0.8166666666666668,0.26,0.76,0.45999999999999996,0.6857142857142857,0.693877551020408,0.3500000000000001
1565,Robert,Hernandez,robert.hernandez.1565@gslingacademy.com,1,1,1,True,0,Real Estate Developer,0.41666666666666663,0.40000000000000013,1.0,0.32000000000000006,0.5857142857142856,0.22448979591836715,0.025000000000000133
1566,Anthony,Walton,anthony.walton.1566@gslingacademy.com,1,1,1,False,29,Stock Investor,0.85,0.9199999999999999,0.26,0.6200000000000001,0.9571428571428571,0.4897959183673468,0.15000000000000013
1567,Meghan,Lewis,meghan.lewis.1567@gslingacademy.com,0,0,1,False,17,Banker,0.7999999999999999,1.0,0.41999999999999993,0.7,0.5999999999999999,0.8367346938775508,0.5249999999999999
1568,Crystal,Holland,crystal.holland.1568@gslingacademy.com,0,1,4,False,0,Business Owner,0.15000000000000002,0.020000000000000018,0.14000000000000012,0.6000000000000001,0.8428571428571427,0.06122448979591821,0.40000000000000013
1569,Brian,Gibson,brian.gibson.1569@gslingacademy.com,1,0,5,False,25,Writer,0.5499999999999999,0.8800000000000001,0.48,0.43999999999999995,0.7142857142857142,0.9795918367346936,1.0
